0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,-0.00126343,-0.000741319,-0.000488327,-0.000344955,-0.000254069,-0.000192032,-0.000147516,-0.000114369,-8.89397e-05,-6.89117e-05,-5.27424e-05,-3.93523e-05,-2.79476e-05,-1.79112e-05,-8.7347e-06,0,
0,-0.000489062,-0.000472226,-0.000378743,-0.000292509,-0.000225265,-0.00017456,-0.000136194,-0.000106701,-8.35844e-05,-6.50973e-05,-5.00049e-05,-3.74063e-05,-2.66159e-05,-1.7085e-05,-8.35145e-06,0,
0,-0.000220677,-0.000279806,-0.000261944,-0.000221112,-0.000179968,-0.000144796,-0.000116044,-9.2701e-05,-7.36421e-05,-5.79279e-05,-4.48102e-05,-3.36861e-05,-2.40555e-05,-1.54898e-05,-7.60799e-06,0,
0,-0.000113916,-0.000164405,-0.000168151,-0.000150072,-0.000128752,-0.000108663,-9.05379e-05,-7.44648e-05,-6.03991e-05,-4.82019e-05,-3.76579e-05,-2.85047e-05,-2.04593e-05,-1.32359e-05,-6.5536e-06,0,
0,-7.06476e-05,-9.57755e-05,-9.62258e-05,-8.233e-05,-7.63662e-05,-7.06302e-05,-6.30377e-05,-5.42737e-05,-4.53336e-05,-3.6863e-05,-2.91501e-05,-2.22457e-05,-1.60671e-05,-1.04632e-05,-5.25104e-06,0,
0,-7.29495e-05,-5.18506e-05,-3.86923e-05,-6.73274e-06,-2.38361e-05,-3.45311e-05,-3.67767e-05,-3.43163e-05,-2.98469e-05,-2.48068e-05,-1.98672e-05,-1.52888e-05,-1.1123e-05,-7.31669e-06,-3.7664e-06,0,
0,-0.000169338,0,0,0,2.21703e-05,-6.97796e-06,-1.52996e-05,-1.64301e-05,-1.49805e-05,-1.26898e-05,-1.02543e-05,-7.94383e-06,-5.83805e-06,-3.92757e-06,-2.16067e-06,0,
0,-1.1519e-05,0,0,0,1.53249e-06,-3.6652e-07,-1.09929e-06,-1.18887e-06,-1.00436e-06,-7.54959e-07,-5.44585e-07,-4.14809e-07,-3.71994e-07,-4.03274e-07,-4.8559e-07,0,
0,0.000134916,0,0,0,-2.05747e-05,4.95876e-06,1.23724e-05,1.37156e-05,1.28606e-05,1.11851e-05,9.22175e-06,7.18515e-06,5.15889e-06,3.16891e-06,1.21501e-06,0,
0,5.4193e-05,3.57863e-05,2.54121e-05,-8.81049e-07,1.67914e-05,2.83066e-05,3.184e-05,3.07628e-05,2.75056e-05,2.33845e-05,1.90424e-05,1.47638e-05,1.06493e-05,6.70708e-06,2.89942e-06,0,
0,4.61143e-05,6.34816e-05,6.65902e-05,5.9866e-05,6.02222e-05,5.95589e-05,5.58577e-05,4.99441e-05,4.29815e-05,3.57827e-05,2.87863e-05,2.21725e-05,1.59684e-05,1.01177e-05,4.52128e-06,0,
0,6.68789e-05,0.000105387,0.000117519,0.000113455,0.000104603,9.37903e-05,8.20406e-05,7.01386e-05,5.86683e-05,4.79626e-05,3.81396e-05,2.91705e-05,2.09397e-05,1.32856e-05,6.02537e-06,0,
0,0.000116156,0.000173633,0.000184592,0.00017178,0.000150893,0.000128915,0.00010834,8.98749e-05,7.35726e-05,5.92496e-05,4.66359e-05,3.54338e-05,2.53437e-05,1.60749e-05,7.34806e-06,0,
0,0.000224292,0.000288373,0.000275405,0.00023814,0.00019824,0.000162605,0.000132505,0.000107429,8.6485e-05,6.88218e-05,5.37215e-05,4.05918e-05,2.8939e-05,1.83404e-05,8.4221e-06,0,
0,0.000492844,0.000480147,0.000390492,0.000307109,0.000241293,0.000190737,0.000151624,0.000120836,9.61079e-05,7.58286e-05,5.88394e-05,4.42817e-05,3.14944e-05,1.99454e-05,9.18466e-06,0,
0,0.00126716,0.000748867,0.000499286,0.00035849,0.000269065,0.000207403,0.000162401,0.000128171,0.000101274,7.95436e-05,6.15298e-05,4.62106e-05,3.28264e-05,2.07826e-05,9.58645e-06,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,-0.00027878,0.000214328,0.000287329,0.000263041,0.000221341,0.000181582,0.000147724,0.000119762,9.67676e-05,7.77242e-05,6.17514e-05,4.81366e-05,3.63138e-05,2.58308e-05,1.62964e-05,0,
0,-0.00101614,-0.000840918,-0.000589246,-0.000407467,-0.000287283,-0.000207301,-0.000152387,-0.000113321,-8.45858e-05,-6.28012e-05,-4.58054e-05,-3.21386e-05,-2.07507e-05,-1.08341e-05,-1.74298e-06,0,
0,-0.00043101,-0.00049598,-0.000423481,-0.000329534,-0.000249876,-0.00018883,-0.000143007,-0.000108425,-8.19646e-05,-6.13792e-05,-4.50551e-05,-3.18009e-05,-2.0701e-05,-1.10174e-05,-2.1425e-06,0,
0,-0.000208975,-0.000286656,-0.000277984,-0.000236526,-0.000193314,-0.000154748,-0.000122109,-9.5203e-05,-7.33154e-05,-5.55795e-05,-4.11433e-05,-2.92341e-05,-1.9171e-05,-1.03553e-05,-2.26755e-06,0,
0,-0.000118305,-0.000163755,-0.000165366,-0.000145398,-0.000132235,-0.00011486,-9.55842e-05,-7.7057e-05,-6.05942e-05,-4.65437e-05,-3.47516e-05,-2.48504e-05,-1.6405e-05,-8.97575e-06,-2.15367e-06,0,
0,-0.000100504,-8.46843e-05,-7.4382e-05,-4.77774e-05,-7.55241e-05,-7.70054e-05,-6.84269e-05,-5.69457e-05,-4.55438e-05,-3.53167e-05,-2.65192e-05,-1.9044e-05,-1.26382e-05,-7.00037e-06,-1.83052e-06,0,
0,-0.000198883,0.000155552,0.000116077,2.01982e-05,-4.53872e-05,-4.93518e-05,-4.42908e-05,-3.68563e-05,-2.94042e-05,-2.27298e-05,-1.70183e-05,-1.22047e-05,-8.12264e-06,-4.56935e-06,-1.33978e-06,0,
0,7.13177e-06,0,0,0,-4.35283e-05,-3.08507e-05,-2.26416e-05,-1.68845e-05,-1.25733e-05,-9.25187e-06,-6.67579e-06,-4.67383e-06,-3.10165e-06,-1.82762e-06,-7.31007e-07,0,
