2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0.00126411,-0.000521518,-0.000252425,-0.000142841,-9.03948e-05,-6.15912e-05,-4.4119e-05,-3.2797e-05,-2.51285e-05,-1.97732e-05,-1.59589e-05,-1.32214e-05,-1.12754e-05,-9.94369e-06,-9.11757e-06,-8.73432e-06,0,
2,0.00175372,-0.000537899,-0.000345479,-0.000228679,-0.000157282,-0.000111985,-8.22206e-05,-6.20712e-05,-4.80713e-05,-3.81289e-05,-3.09595e-05,-2.57648e-05,-2.20445e-05,-1.94842e-05,-1.78889e-05,-1.71454e-05,0,
2,0.00197483,-0.000478408,-0.000363007,-0.000269214,-0.000198174,-0.000146958,-0.000110825,-8.53188e-05,-6.70826e-05,-5.38396e-05,-4.41136e-05,-3.69614e-05,-3.178e-05,-2.81837e-05,-2.59299e-05,-2.48755e-05,0,
2,0.00208906,-0.000427668,-0.000359038,-0.000287113,-0.000219371,-0.000166986,-0.000128953,-0.000101452,-8.12614e-05,-6.61959e-05,-5.4857e-05,-4.63492e-05,-4.00902e-05,-3.56981e-05,-3.29253e-05,-3.16227e-05,0,
2,0.0021599,-0.000402407,-0.000358482,-0.000300948,-0.000225351,-0.000172821,-0.000136722,-0.000110461,-9.05032e-05,-7.50164e-05,-6.29602e-05,-5.36773e-05,-4.67204e-05,-4.17763e-05,-3.86297e-05,-3.71451e-05,0,
2,0.0022329,-0.000423488,-0.000371637,-0.000332945,-0.000208407,-0.000162401,-0.000134848,-0.000113371,-9.54844e-05,-8.0618e-05,-6.85009e-05,-5.88881e-05,-5.15431e-05,-4.62582e-05,-4.28691e-05,-4.12634e-05,0,
2,0.00240218,0,0,0,-0.000113086,-0.000133724,-0.000127113,-0.000112912,-9.7671e-05,-8.36949e-05,-7.17601e-05,-6.20504e-05,-5.45213e-05,-4.90553e-05,-4.5531e-05,-4.38559e-05,0,
2,0.00241356,0,0,0,-0.000110419,-0.000132526,-0.000127201,-0.000113729,-9.88246e-05,-8.49597e-05,-7.30196e-05,-6.32533e-05,-5.56533e-05,-5.01224e-05,-4.65502e-05,-4.48496e-05,0,
2,0.00227831,0,0,0,-0.000196398,-0.000159032,-0.000135684,-0.000116216,-9.9169e-05,-8.45241e-05,-7.23246e-05,-6.2504e-05,-5.49253e-05,-4.94349e-05,-4.58967e-05,-4.42123e-05,0,
2,0.00222325,-0.000344831,-0.000317136,-0.000275958,-0.000215211,-0.00017178,-0.000140528,-0.00011651,-9.73286e-05,-8.18528e-05,-6.94546e-05,-5.97107e-05,-5.23021e-05,-4.6983e-05,-4.35723e-05,-4.19505e-05,0,
2,0.00217585,-0.000363389,-0.000321483,-0.000270555,-0.000216966,-0.000172585,-0.000138354,-0.000112171,-9.19764e-05,-7.62895e-05,-6.41096e-05,-5.47563e-05,-4.77582e-05,-4.27869e-05,-3.9619e-05,-3.81149e-05,0,
2,0.00210735,-0.000403373,-0.000335126,-0.000268053,-0.000209728,-0.000163438,-0.000128313,-0.000102013,-8.22767e-05,-6.73724e-05,-5.60854e-05,-4.75891e-05,-4.13258e-05,-3.69218e-05,-3.41325e-05,-3.28098e-05,0,
2,0.00198933,-0.000462533,-0.000347792,-0.000256979,-0.000190619,-0.000143272,-0.000109583,-8.54184e-05,-6.78645e-05,-5.49521e-05,-4.53799e-05,-3.82944e-05,-3.31364e-05,-2.95411e-05,-2.72757e-05,-2.62016e-05,0,
2,0.00176302,-0.000528425,-0.000336651,-0.000221565,-0.000152596,-0.000109543,-8.14111e-05,-6.22917e-05,-4.88844e-05,-3.92615e-05,-3.22547e-05,-2.71368e-05,-2.34469e-05,-2.08915e-05,-1.92864e-05,-1.85239e-05,0,
2,0.00126809,-0.00051759,-0.00024887,-0.000140076,-8.86951e-05,-6.09235e-05,-4.4257e-05,-3.348e-05,-2.61448e-05,-2.09784e-05,-1.72634e-05,-1.4573e-05,-1.26441e-05,-1.1312e-05,-1.04747e-05,-1.00729e-05,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.000277131,-0.000494622,-7.45724e-05,2.26381e-05,3.99562e-05,3.79132e-05,3.19082e-05,2.59119e-05,2.08542e-05,1.68244e-05,1.3691e-05,1.12883e-05,9.47088e-06,8.12607e-06,7.19341e-06,1.52807e-05,0,
0,0.00129193,-0.000671053,-0.000327512,-0.000160483,-8.16613e-05,-4.36008e-05,-2.46361e-05,-1.48777e-05,-9.68849e-06,-6.83923e-06,-5.24065e-06,-4.35518e-06,-3.91669e-06,-3.79532e-06,-3.88886e-06,1.28356e-05,0,
0,0.00172181,-0.000607103,-0.000401086,-0.000255589,-0.000162582,-0.00010602,-7.19383e-05,-5.10398e-05,-3.78177e-05,-2.91685e-05,-2.33688e-05,-1.9457e-05,-1.68902e-05,-1.53603e-05,-1.46346e-05,1.00523e-05,0,
0,0.00192993,-0.000530191,-0.000410585,-0.000297966,-0.000206838,-0.000145759,-0.000105871,-7.93469e-05,-6.1201e-05,-4.84797e-05,-3.94439e-05,-3.30522e-05,-2.86685e-05,-2.59026e-05,-2.4442e-05,7.2137e-06,0,
0,0.00204768,-0.000485207,-0.000409493,-0.000318557,-0.000220797,-0.000164085,-0.000126231,-9.90737e-05,-7.89624e-05,-6.3912e-05,-5.2685e-05,-4.44527e-05,-3.86463e-05,-3.48794e-05,-3.28089e-05,4.56432e-06,0,
0,0.00214796,-0.000501131,-0.000419941,-0.000345408,-0.000193593,-0.000163331,-0.000135677,-0.000111541,-9.14517e-05,-7.53121e-05,-6.27253e-05,-5.32244e-05,-4.63851e-05,-4.18695e-05,-3.93329e-05,2.31566e-06,0,
0,0.00234688,0.000480441,0,1.82261e-05,-0.000161649,-0.000159897,-0.000141396,-0.000119747,-9.97753e-05,-8.29444e-05,-6.94664e-05,-5.91239e-05,-5.1593e-05,-4.65721e-05,-4.37181e-05,6.34425e-07,0,
0,0.00233981,1.1519e-05,0,-1.53249e-06,-0.000179955,-0.000172918,-0.000150061,-0.000126066,-0.000104746,-8.70108e-05,-7.28604e-05,-6.20022e-05,-5.40847e-05,-4.87927e-05,-4.57722e-05,-3.65229e-07,0,
0,0.00211972,-0.000349634,0,2.5861e-05,-0.000274801,-0.000201433,-0.000159671,-0.000129512,-0.000105929,-8.729e-05,-7.27598e-05,-6.17393e-05,-5.37531e-05,-4.84329e-05,-4.54027e-05,-6.26645e-07,0,
0,0.00213584,-0.000362108,-0.000325103,-0.000283261,-0.000247332,-0.000197894,-0.0001575,-0.000126202,-0.000101985,-8.32746e-05,-6.89645e-05,-5.82583e-05,-5.0574e-05,-4.54916e-05,-4.26183e-05,-1.53977e-07,0,
0,0.00209971,-0.000403048,-0.000345211,-0.000285288,-0.000232947,-0.000185164,-0.000146079,-0.000115652,-9.23731e-05,-7.46974e-05,-6.14033e-05,-5.15949e-05,-4.4634e-05,-4.00776e-05,-3.7536e-05,9.8623e-07,0,
0,0.00201582,-0.000457091,-0.000364016,-0.000279617,-0.000213887,-0.000163612,-0.000125872,-9.78249e-05,-7.70268e-05,-6.16062e-05,-5.02237e-05,-4.19517e-05,-3.61585e-05,-3.24224e-05,-3.03884e-05,2.66546e-06,0,
0,0.00185421,-0.000529576,-0.000370788,-0.000255191,-0.000179284,-0.000129435,-9.58772e-05,-7.2653e-05,-5.6205e-05,-4.43775e-05,-3.5834e-05,-2.97301e-05,-2.5527e-05,-2.28838e-05,-2.15231e-05,4.6938e-06,0,
0,0.0015256,-0.000596994,-0.000331054,-0.000191023,-0.000118568,-7.89086e-05,-5.54912e-05,-4.06446e-05,-3.07009e-05,-2.38015e-05,-1.89407e-05,-1.55435e-05,-1.32715e-05,-1.19321e-05,-1.13842e-05,6.81221e-06,0,
0,0.000768507,-0.000505086,-0.00016216,-5.92555e-05,-2.50394e-05,-1.21208e-05,-6.51334e-06,-3.71025e-06,-2.12798e-06,-1.16078e-06,-5.56684e-07,-2.03601e-07,-5.49642e-08,-1.1306e-07,-4.36733e-07,8.64524e-06,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0.00147938,-0.000722326,-0.000188764,-9.30895e-05,-7.3014e-05,-6.34826e-05,-5.50818e-05,-4.72944e-05,-4.04557e-05,-3.47076e-05,-3.00214e-05,-2.6295e-05,-2.34067e-05,-2.12279e-05,-1.9597e-05,-2.46489e-05,0,
2,0.00311765,-0.00109477,-0.000583556,-0.000347959,-0.000233457,-0.000170207,-0.000130814,-0.000104036,-8.47685e-05,-7.04353e-05,-5.96119e-05,-5.14531e-05,-4.54272e-05,-4.11834e-05,-3.84524e-05,-3.28986e-05,0,
2,0.00378188,-0.00100807,-0.000697699,-0.000482538,-0.000343138,-0.000253425,-0.000194206,-0.000153497,-0.000124352,-0.00010284,-8.67119e-05,-7.4643e-05,-6.58228e-05,-5.97446e-05,-5.60337e-05,-3.99371e-05,0,
2,0.00409552,-0.000888115,-0.000710185,-0.000541516,-0.000403297,-0.000306312,-0.000239254,-0.000191561,-0.000156472,-0.000130029,-0.00010992,-9.47497e-05,-8.36394e-05,-7.60291e-05,-7.14745e-05,-4.5704e-05,0,
2,0.00427333,-0.000817244,-0.000707025,-0.000570233,-0.000422405,-0.00032946,-0.000265128,-0.000217215,-0.00018014,-0.000151079,-0.000128385,-0.000110988,-9.81456e-05,-8.93415e-05,-8.41108e-05,-5.00836e-05,0,
2,0.00443443,-0.000847454,-0.000723935,-0.000609592,-0.000386975,-0.000324194,-0.000274788,-0.000232242,-0.000196011,-0.000165975,-0.000141768,-0.000122884,-0.000108821,-9.91536e-05,-9.34252e-05,-5.29655e-05,0,
2,0.00475955,0.0019514,0,0.000493637,-0.000295166,-0.000305722,-0.000277806,-0.000241177,-0.000205912,-0.000175269,-0.00015005,-0.00013018,-0.000115316,-0.000105088,-9.90375e-05,-5.42617e-05,0,
2,0.00471383,-7.13177e-06,0,4.35283e-05,-0.000327249,-0.000325625,-0.000289762,-0.000248977,-0.000211418,-0.000179365,-0.000153207,-0.000132693,-0.000117393,-0.000106892,-0.000100696,-5.39116e-05,0,
2,0.00428664,-0.00130607,0,-0.000330477,-0.000508915,-0.000379816,-0.000306869,-0.000253777,-0.000211643,-0.000177787,-0.000150937,-0.000130203,-0.000114881,-0.000104424,-9.8277e-05,-5.18866e-05,0,
2,0.00431697,-0.000688809,-0.0006145,-0.000537285,-0.000467491,-0.000377242,-0.000304341,-0.00024783,-0.000203798,-0.000169407,-0.000142752,-0.0001225,-0.000107696,-9.7663e-05,-9.17901e-05,-4.81974e-05,0,
2,0.00424839,-0.000764064,-0.000655406,-0.00054379,-0.000445885,-0.000357526,-0.000285619,-0.000229593,-0.000186494,-0.000153473,-0.00012834,-0.00010952,-9.59078e-05,-8.67465e-05,-8.14037e-05,-4.29053e-05,0,
2,0.0040904,-0.000865578,-0.000692961,-0.000536771,-0.000414913,-0.000321527,-0.000251176,-0.000198586,-0.000159264,-0.000129797,-0.000107759,-9.14742e-05,-7.98075e-05,-7.20036e-05,-6.74651e-05,-3.61332e-05,0,
2,0.00378668,-0.00100086,-0.000707726,-0.000495561,-0.000355603,-0.000262621,-0.000199093,-0.000154429,-0.000122292,-9.88042e-05,-8.15319e-05,-6.89162e-05,-5.99478e-05,-5.39773e-05,-5.05132e-05,-2.80739e-05,0,
2,0.00316434,-0.00111735,-0.000635128,-0.000382225,-0.000249399,-0.00017434,-0.000128221,-9.78166e-05,-7.67406e-05,-6.16643e-05,-5.07158e-05,-4.27769e-05,-3.71547e-05,-3.34199e-05,-3.12685e-05,-1.89994e-05,0,
2,0.00174867,-0.000928347,-0.000327112,-0.000149008,-8.55713e-05,-5.72255e-05,-4.17183e-05,-3.19462e-05,-2.52497e-05,-2.04496e-05,-1.69383e-05,-1.43653e-05,-1.25162e-05,-1.12655e-05,-1.05762e-05,-9.31635e-06,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.000342175,-0.000647371,-5.0572e-05,2.34239e-05,2.99883e-05,3.0469e-05,3.01152e-05,2.89517e-05,2.71698e-05,2.50978e-05,2.29969e-05,2.10194e-05,1.92251e-05,1.75945e-05,1.60692e-05,3.24433e-05,0,
0,0.00257992,-0.00124456,-0.000594233,-0.000310069,-0.000178843,-0.0001106,-7.15381e-05,-4.77059e-05,-3.25436e-05,-2.26372e-05,-1.6098e-05,-1.18459e-05,-9.25683e-06,-7.97808e-06,-7.69816e-06,2.85645e-05,0,
