0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3.115e-06,3.18132e-06,3.23997e-06,3.28978e-06,3.32964e-06,3.35857e-06,3.37573e-06,3.38044e-06,3.37218e-06,3.35061e-06,3.31556e-06,3.26703e-06,3.20519e-06,3.13035e-06,3.04295e-06,2.94352e-06,2.83271e-06,2.7112e-06,2.57973e-06,2.43905e-06,2.2899e-06,2.13299e-06,1.96895e-06,1.79836e-06,1.62167e-06,1.43918e-06,1.25102e-06,1.05714e-06,8.5724e-07,6.50742e-07,4.36787e-07,2.14189e-07,-1.85768e-08,-2.63394e-07,-5.22498e-07,-7.98473e-07,-1.09422e-06,-1.41293e-06,-1.758e-06,-2.13301e-06,-2.54159e-06,-2.98734e-06,-3.47374e-06,-4.00399e-06,-4.58091e-06,-5.20675e-06,-5.88314e-06,-6.61081e-06,0,
0,3.87099e-06,3.94995e-06,4.01908e-06,4.07694e-06,4.12222e-06,4.15376e-06,4.17057e-06,4.17188e-06,4.15709e-06,4.12584e-06,4.078e-06,4.01362e-06,3.93294e-06,3.8364e-06,3.72455e-06,3.59812e-06,3.45788e-06,3.30472e-06,3.13954e-06,2.96326e-06,2.77678e-06,2.58097e-06,2.37658e-06,2.1643e-06,1.94464e-06,1.71795e-06,1.48435e-06,1.24375e-06,9.95727e-07,7.39575e-07,4.74222e-07,1.98224e-07,-9.02592e-08,-3.93466e-07,-7.14032e-07,-1.05497e-06,-1.41961e-06,-1.8116e-06,-2.23476e-06,-2.69306e-06,-3.19046e-06,-3.73085e-06,-4.31786e-06,-4.95476e-06,-5.6443e-06,-6.38856e-06,-7.18879e-06,-8.04526e-06,0,
0,5.52753e-06,5.63308e-06,5.72395e-06,5.79817e-06,5.85398e-06,5.88984e-06,5.90448e-06,5.89691e-06,5.86643e-06,5.81266e-06,5.7355e-06,5.63515e-06,5.51205e-06,5.3669e-06,5.20056e-06,5.01409e-06,4.80866e-06,4.5855e-06,4.34591e-06,4.09118e-06,3.82257e-06,3.54124e-06,3.24825e-06,2.94446e-06,2.63056e-06,2.30696e-06,1.97378e-06,1.63079e-06,1.27737e-06,9.1247e-07,5.34588e-07,1.41727e-07,-2.68605e-07,-6.99388e-07,-1.15407e-06,-1.63653e-06,-2.151e-06,-2.70196e-06,-3.29409e-06,-3.93208e-06,-4.6205e-06,-5.36367e-06,-6.16547e-06,-7.02918e-06,-7.95728e-06,-8.95132e-06,-1.00117e-05,-1.11374e-05,0,
0,8.46834e-06,8.61867e-06,8.74551e-06,8.84602e-06,8.91766e-06,8.95828e-06,8.96612e-06,8.93988e-06,8.8787e-06,8.78218e-06,8.65037e-06,8.48371e-06,8.28305e-06,8.04954e-06,7.78461e-06,7.48993e-06,7.16732e-06,6.8187e-06,6.44602e-06,6.05122e-06,5.63616e-06,5.20254e-06,4.75188e-06,4.28541e-06,3.80405e-06,3.30832e-06,2.79829e-06,2.27352e-06,1.73299e-06,1.1751e-06,5.97574e-07,-2.5119e-09,-6.28736e-07,-1.28531e-06,-1.97699e-06,-2.70905e-06,-3.4871e-06,-4.31697e-06,-5.20454e-06,-6.15554e-06,-7.17536e-06,-8.26879e-06,-9.43986e-06,-1.06916e-05,-1.20257e-05,-1.34425e-05,-1.49407e-05,-1.65172e-05,0,
0,1.33045e-05,1.35241e-05,1.37053e-05,1.3844e-05,1.39365e-05,1.39796e-05,1.39709e-05,1.39086e-05,1.37918e-05,1.362e-05,1.33936e-05,1.31134e-05,1.27811e-05,1.23985e-05,1.19681e-05,1.14925e-05,1.09747e-05,1.04175e-05,9.82416e-06,9.19754e-06,8.54047e-06,7.85552e-06,7.14491e-06,6.41043e-06,5.65336e-06,4.87435e-06,4.07336e-06,3.2496e-06,2.40139e-06,1.52622e-06,6.20625e-07,-3.19761e-07,-1.30018e-06,-2.32668e-06,-3.40599e-06,-4.54534e-06,-5.75232e-06,-7.03458e-06,-8.39956e-06,-9.85426e-06,-1.14049e-05,-1.30566e-05,-1.4813e-05,-1.66763e-05,-1.86466e-05,-2.07218e-05,-2.28976e-05,-2.51669e-05,0,
0,2.09624e-05,2.12842e-05,2.15437e-05,2.17346e-05,2.18514e-05,2.18896e-05,2.18459e-05,2.17179e-05,2.15044e-05,2.12052e-05,2.08211e-05,2.03539e-05,1.98063e-05,1.91816e-05,1.84836e-05,1.77166e-05,1.68853e-05,1.59944e-05,1.50485e-05,1.40523e-05,1.301e-05,1.19256e-05,1.08022e-05,9.64246e-06,8.4482e-06,7.2202e-06,5.95823e-06,4.66087e-06,3.32547e-06,1.94808e-06,5.23468e-07,-9.5487e-07,-2.49459e-06,-4.10436e-06,-5.79362e-06,-7.57234e-06,-9.45064e-06,-1.14384e-05,-1.35451e-05,-1.57787e-05,-1.81462e-05,-2.06523e-05,-2.32997e-05,-2.60882e-05,-2.90147e-05,-3.2073e-05,-3.52532e-05,-3.8542e-05,0,
0,3.28053e-05,3.32738e-05,3.3642e-05,3.39006e-05,3.40416e-05,3.40587e-05,3.39471e-05,3.37039e-05,3.33275e-05,3.28184e-05,3.21784e-05,3.14106e-05,3.05196e-05,2.95107e-05,2.83903e-05,2.71651e-05,2.58425e-05,2.44296e-05,2.29339e-05,2.13622e-05,1.97211e-05,1.80162e-05,1.62525e-05,1.44337e-05,1.25623e-05,1.06392e-05,8.66374e-06,6.63367e-06,4.54478e-06,2.39102e-06,1.64564e-07,-2.14413e-06,-4.54612e-06,-7.05364e-06,-9.6798e-06,-1.2438e-05,-1.53416e-05,-1.84032e-05,-2.16338e-05,-2.50426e-05,-2.86362e-05,-3.24179e-05,-3.63874e-05,-4.05402e-05,-4.48675e-05,-4.93556e-05,-5.3986e-05,-5.87352e-05,0,
0,5.07972e-05,5.14714e-05,5.19864e-05,5.23286e-05,5.24864e-05,5.24509e-05,5.22157e-05,5.1777e-05,5.11335e-05,5.02866e-05,4.92396e-05,4.79983e-05,4.65699e-05,4.49632e-05,4.31881e-05,4.12555e-05,3.91764e-05,3.69621e-05,3.46238e-05,3.21719e-05,2.96161e-05,2.69649e-05,2.42254e-05,2.14029e-05,1.85008e-05,1.55203e-05,1.24601e-05,9.31629e-06,6.08256e-06,2.74982e-06,-6.93434e-07,-4.26099e-06,-7.96849e-06,-1.1833e-05,-1.58722e-05,-2.01038e-05,-2.4545e-05,-2.92107e-05,-3.41137e-05,-3.92631e-05,-4.46634e-05,-5.03143e-05,-5.62096e-05,-6.23372e-05,-6.86781e-05,-7.52068e-05,-8.18909e-05,-8.86913e-05,0,
0,7.77188e-05,7.86761e-05,7.93842e-05,7.98231e-05,7.99769e-05,7.9833e-05,7.93831e-05,7.86225e-05,7.75507e-05,7.61706e-05,7.44887e-05,7.25141e-05,7.02589e-05,6.7737e-05,6.49639e-05,6.19561e-05,5.87307e-05,5.53048e-05,5.16951e-05,4.79173e-05,4.39855e-05,3.99124e-05,3.57081e-05,3.13801e-05,2.6933e-05,2.23681e-05,1.7683e-05,1.28718e-05,7.92486e-06,2.82883e-06,-2.4329e-06,-7.87983e-06,-1.35337e-05,-1.94176e-05,-2.55551e-05,-3.1969e-05,-3.86801e-05,-4.57058e-05,-5.30589e-05,-6.07463e-05,-6.8768e-05,-7.71161e-05,-8.57739e-05,-9.47159e-05,-0.000103907,-0.000113303,-0.000122849,-0.000132485,0,
