0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1.59164e-08,1.40772e-08,1.19532e-08,9.56609e-09,6.94361e-09,4.11914e-09,1.13027e-09,-1.98253e-09,-5.17733e-09,-8.41213e-09,-1.16461e-08,-1.48409e-08,-1.79616e-08,-2.09773e-08,-2.38621e-08,-2.65954e-08,-2.9162e-08,-3.15524e-08,-3.37631e-08,-3.57962e-08,-3.76598e-08,-3.93681e-08,-4.09414e-08,-4.24068e-08,-4.37982e-08,-4.51566e-08,-4.65308e-08,-4.79772e-08,-4.95596e-08,-5.13492e-08,-5.34233e-08,-5.58639e-08,-5.8756e-08,-6.21851e-08,-6.62339e-08,-7.09795e-08,-7.64894e-08,-8.28177e-08,-9.00019e-08,-9.80588e-08,-1.06981e-07,-1.16736e-07,-1.2726e-07,-1.38459e-07,-1.50204e-07,-1.62332e-07,-1.74642e-07,0,
0,1.89518e-08,1.6591e-08,1.38866e-08,1.08672e-08,7.56924e-09,4.03511e-09,3.12101e-10,-3.54946e-09,-7.49791e-09,-1.1482e-08,-1.54522e-08,-1.93625e-08,-2.31712e-08,-2.68421e-08,-3.0345e-08,-3.36562e-08,-3.6759e-08,-3.96435e-08,-4.23071e-08,-4.47541e-08,-4.6996e-08,-4.90519e-08,-5.0948e-08,-5.27187e-08,-5.44065e-08,-5.60622e-08,-5.77455e-08,-5.95248e-08,-6.14764e-08,-6.36846e-08,-6.62396e-08,-6.92359e-08,-7.27697e-08,-7.69358e-08,-8.1824e-08,-8.75151e-08,-9.40767e-08,-1.01559e-07,-1.09991e-07,-1.19377e-07,-1.29693e-07,-1.40882e-07,-1.52856e-07,-1.6549e-07,-1.78623e-07,-1.92056e-07,-2.05551e-07,0,
0,2.53333e-08,2.18074e-08,1.78128e-08,1.33944e-08,8.60706e-09,3.51356e-09,-1.81765e-09,-7.3148e-09,-1.29052e-08,-1.85177e-08,-2.40843e-08,-2.95428e-08,-3.48373e-08,-3.99202e-08,-4.47527e-08,-4.93053e-08,-5.35581e-08,-5.75011e-08,-6.11342e-08,-6.44668e-08,-6.75186e-08,-7.03191e-08,-7.29082e-08,-7.53361e-08,-7.76639e-08,-7.99636e-08,-8.23183e-08,-8.48212e-08,-8.75754e-08,-9.06917e-08,-9.42867e-08,-9.84795e-08,-1.03388e-07,-1.09124e-07,-1.1579e-07,-1.23471e-07,-1.32232e-07,-1.42111e-07,-1.53116e-07,-1.65221e-07,-1.78361e-07,-1.92432e-07,-2.07289e-07,-2.22745e-07,-2.38569e-07,-2.54487e-07,-2.70184e-07,0,
0,3.60794e-08,3.04412e-08,2.41213e-08,1.71942e-08,9.74824e-09,1.88222e-09,-6.298e-09,-1.46832e-08,-2.31641e-08,-3.1635e-08,-3.99969e-08,-4.81593e-08,-5.60432e-08,-6.3582e-08,-7.07227e-08,-7.74267e-08,-8.367e-08,-8.94432e-08,-9.47516e-08,-9.96149e-08,-1.04068e-07,-1.08159e-07,-1.11952e-07,-1.15526e-07,-1.18975e-07,-1.22407e-07,-1.25946e-07,-1.29726e-07,-1.33894e-07,-1.38607e-07,-1.44021e-07,-1.50294e-07,-1.57577e-07,-1.66005e-07,-1.75694e-07,-1.86732e-07,-1.99169e-07,-2.13017e-07,-2.28241e-07,-2.44756e-07,-2.62424e-07,-2.81056e-07,-3.00407e-07,-3.20184e-07,-3.40039e-07,-3.59579e-07,-3.78361e-07,0,
0,5.26873e-08,4.34955e-08,3.32886e-08,2.21912e-08,1.03474e-08,-2.08469e-09,-1.49382e-08,-2.80432e-08,-4.12321e-08,-5.43445e-08,-6.72316e-08,-7.976e-08,-9.18142e-08,-1.03299e-07,-1.14141e-07,-1.24289e-07,-1.33713e-07,-1.42408e-07,-1.5039e-07,-1.57697e-07,-1.64388e-07,-1.70546e-07,-1.76274e-07,-1.81697e-07,-1.86963e-07,-1.92236e-07,-1.97705e-07,-2.03568e-07,-2.10041e-07,-2.17343e-07,-2.25693e-07,-2.35301e-07,-2.4636e-07,-2.59033e-07,-2.73446e-07,-2.89675e-07,-3.0774e-07,-3.27596e-07,-3.49128e-07,-3.7215e-07,-3.96399e-07,-4.21546e-07,-4.47191e-07,-4.72869e-07,-4.9806e-07,-5.22188e-07,-5.44629e-07,0,
0,7.72251e-08,6.22741e-08,4.58083e-08,2.80341e-08,9.18467e-09,-1.04877e-08,-3.07206e-08,-5.12499e-08,-7.18181e-08,-9.21814e-08,-1.12116e-07,-1.31425e-07,-1.49938e-07,-1.6752e-07,-1.84068e-07,-1.99515e-07,-2.13826e-07,-2.27006e-07,-2.39088e-07,-2.50144e-07,-2.60274e-07,-2.69614e-07,-2.78331e-07,-2.86623e-07,-2.94719e-07,-3.02873e-07,-3.11366e-07,-3.20496e-07,-3.30573e-07,-3.41907e-07,-3.54801e-07,-3.69533e-07,-3.86344e-07,-4.05423e-07,-4.26892e-07,-4.50792e-07,-4.77073e-07,-5.05586e-07,-5.36079e-07,-5.68195e-07,-6.01475e-07,-6.35368e-07,-6.69237e-07,-7.02368e-07,-7.33985e-07,-7.63258e-07,-7.89311e-07,0,
0,1.12433e-07,8.83692e-08,6.20633e-08,3.38507e-08,4.10416e-09,-2.67789e-08,-5.83902e-08,-9.03229e-08,-1.22185e-07,-1.53608e-07,-1.84259e-07,-2.13847e-07,-2.42126e-07,-2.68904e-07,-2.94038e-07,-3.17443e-07,-3.39084e-07,-3.5898e-07,-3.77203e-07,-3.93873e-07,-4.09161e-07,-4.23286e-07,-4.36512e-07,-4.4915e-07,-4.6155e-07,-4.74099e-07,-4.87216e-07,-5.01335e-07,-5.16901e-07,-5.3435e-07,-5.54088e-07,-5.76476e-07,-6.01806e-07,-6.30277e-07,-6.61977e-07,-6.96868e-07,-7.34767e-07,-7.75344e-07,-8.18118e-07,-8.62461e-07,-9.07609e-07,-9.52678e-07,-9.96681e-07,-1.03855e-06,-1.07715e-06,-1.1113e-06,-1.1398e-06,0,
0,1.61822e-07,1.23607e-07,8.21125e-08,3.7876e-08,-8.51677e-09,-5.64487e-08,-1.05293e-07,-1.5443e-07,-2.0327e-07,-2.51265e-07,-2.97923e-07,-3.42821e-07,-3.85606e-07,-4.26008e-07,-4.63836e-07,-4.98983e-07,-5.31422e-07,-5.61204e-07,-5.88461e-07,-6.13396e-07,-6.36287e-07,-6.57481e-07,-6.77392e-07,-6.96497e-07,-7.15326e-07,-7.34457e-07,-7.54504e-07,-7.76095e-07,-7.99856e-07,-8.26382e-07,-8.56214e-07,-8.898e-07,-9.27472e-07,-9.69407e-07,-1.01561e-06,-1.06587e-06,-1.11979e-06,-1.17672e-06,-1.23583e-06,-1.29607e-06,-1.35622e-06,-1.41489e-06,-1.47062e-06,-1.52182e-06,-1.56689e-06,-1.60419e-06,-1.6321e-06,0,
0,2.2976e-07,1.69921e-07,1.05355e-07,3.69044e-08,-3.45244e-08,-1.07987e-07,-1.82534e-07,-2.57237e-07,-3.3122e-07,-4.03675e-07,-4.73888e-07,-5.41248e-07,-6.05261e-07,-6.65553e-07,-7.21872e-07,-7.74092e-07,-8.22207e-07,-8.66329e-07,-9.06685e-07,-9.43611e-07,-9.77548e-07,-1.00904e-06,-1.03872e-06,-1.0673e-06,-1.09559e-06,-1.12442e-06,-1.15468e-06,-1.18727e-06,-1.22305e-06,-1.26282e-06,-1.30726e-06,-1.35692e-06,-1.41214e-06,-1.47301e-06,-1.53934e-06,-1.61066e-06,-1.68616e-06,-1.76474e-06,-1.84498e-06,-1.92521e-06,-2.00354e-06,-2.07788e-06,-2.14606e-06,-2.20584e-06,-2.25497e-06,-2.29124e-06,-2.31252e-06,0,
