2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0.242035,-0.095623,-0.0449362,-0.0245545,-0.0150755,-0.010069,-0.00713755,-0.00527713,-0.00402087,-0.00313107,-0.00247734,-0.00198356,-0.00160299,-0.00130564,-0.00107155,-0.000887083,-0.000742647,-0.000631437,-0.000548601,-0.000490728,-0.000455532,-0.000441644,0,
2,0.337536,-0.0957784,-0.0597519,-0.0383867,-0.0258539,-0.0182332,-0.0133679,-0.0101075,-0.00782576,-0.00616955,-0.00493116,-0.00398346,-0.00324564,-0.00266457,-0.00220423,-0.00183957,-0.00155283,-0.00133125,-0.00116567,-0.00104961,-0.000978698,-0.0009503,0,
2,0.382273,-0.0813445,-0.0599747,-0.0434531,-0.0317848,-0.0237037,-0.0180527,-0.0140153,-0.0110585,-0.00884048,-0.00714156,-0.0058178,-0.00477309,-0.00394171,-0.00327777,-0.00274854,-0.00233039,-0.00200604,-0.00176296,-0.00159217,-0.00148757,-0.00144548,0,
2,0.406525,-0.0679884,-0.055438,-0.0437527,-0.0342119,-0.0268245,-0.0212006,-0.0169158,-0.0136215,-0.0110577,-0.00903828,-0.00743085,-0.00614137,-0.00510225,-0.00426434,-0.00359148,-0.00305679,-0.00264025,-0.00232705,-0.00210645,-0.0019711,-0.0019165,0,
2,0.421169,-0.0578057,-0.050143,-0.0420117,-0.0345862,-0.0282785,-0.023102,-0.018914,-0.0155373,-0.0128095,-0.0105972,-0.00879573,-0.00732479,-0.00612309,-0.00514375,-0.00435086,-0.00371684,-0.00322058,-0.0028461,-0.00258167,-0.00241913,-0.00235349,0,
2,0.430645,-0.0503848,-0.0454391,-0.039684,-0.0339577,-0.028712,-0.0241208,-0.0202017,-0.0169,-0.0141364,-0.0118305,-0.00991022,-0.00831432,-0.00699237,-0.00590339,-0.00501438,-0.00429894,-0.00373623,-0.00331009,-0.00300841,-0.00282266,-0.00274757,0,
2,0.436995,-0.045077,-0.0416793,-0.0374585,-0.0329757,-0.028613,-0.0245844,-0.0209835,-0.0178302,-0.0151054,-0.0127725,-0.0107891,-0.00911333,-0.00770718,-0.00653707,-0.00557429,-0.00479479,-0.00417887,-0.00371085,-0.0033787,-0.00317387,-0.00309101,0,
2,0.441249,-0.0413857,-0.0388869,-0.0356355,-0.0320095,-0.0283107,-0.0247457,-0.0214369,-0.0184451,-0.0157899,-0.0134663,-0.0114555,-0.00973248,-0.00827045,-0.00704312,-0.00602634,-0.00519877,-0.00454224,-0.00404186,-0.00368598,-0.00346619,-0.0033772,0,
2,0.443962,-0.0389811,-0.0369976,-0.0343333,-0.0312576,-0.0280112,-0.0247812,-0.021698,-0.0188418,-0.016255,-0.0139531,-0.0119338,-0.0101847,-0.00868761,-0.00742228,-0.00636841,-0.00550712,-0.00482168,-0.00429801,-0.00392491,-0.00369418,-0.00360064,0,
2,0.445439,-0.0376591,-0.0359421,-0.0335917,-0.0308209,-0.0278341,-0.0248035,-0.0218592,-0.0190901,-0.0165499,-0.0142654,-0.0122441,-0.0104812,-0.00896385,-0.00767579,-0.00659929,-0.00571713,-0.0050136,-0.00447524,-0.0040912,-0.00385344,-0.00375686,0,
2,0.445837,-0.0373082,-0.0356725,-0.0334193,-0.030744,-0.0278394,-0.0248723,-0.0219722,-0.0192301,-0.0167035,-0.0144227,-0.0123985,-0.0106284,-0.00910193,-0.0078039,-0.00671761,-0.00582644,-0.00511509,-0.00457034,-0.00418146,-0.00394049,-0.00384236,0,
2,0.445206,-0.03789,-0.0361692,-0.0338138,-0.0310367,-0.0280427,-0.025004,-0.0220511,-0.0192728,-0.0167233,-0.0144293,-0.0123988,-0.0106268,-0.00910097,-0.00780497,-0.00672126,-0.00583269,-0.00512366,-0.00458074,-0.00419312,-0.00395277,-0.00385458,0,
